vehicle_id,timestamp,gps_latitude,gps_longitude,gps_altitude,gps_hdop,gps_pdop,gps_vdop,speed,sector_id
veh_01,42391.2,33.42170140787777,-111.9301734862678,354.8673333,0.6693168203630451,1.1152007288813288,1.0212838124404173,0.0,4.0
veh_01,42391.3,33.42170141787777,-111.9301734862678,354.863,0.5304140861294553,1.1063307063911243,0.9844830616414926,0.0110911982822349,4.0
veh_01,42391.4,33.42170142787777,-111.9301734862678,354.863,0.5568477177613416,1.116621353396616,0.9482308022102789,0.01109120534461995,4.0
veh_01,42391.5,33.42170142787777,-111.9301734862678,354.858,0.5756146793418535,1.138082455030801,1.0782863389583413,0.0,4.0
veh_01,42391.6,33.42170142787777,-111.9301734862678,354.851,0.5594803431353799,1.145303103741277,1.1246715348019172,0.0,4.0
veh_01,42391.7,33.42170142787777,-111.9301734862678,354.854,0.5356076883894394,1.1444835807611007,1.042790297080238,0.0,4.0
veh_01,42391.8,33.42170142787777,-111.9301734862678,354.853,0.5537298649162379,1.253818303166267,1.1368405097332392,0.0,4.0
veh_01,42391.9,33.42170143787777,-111.9301735862678,354.851,0.6755298916103648,1.2331504437591994,1.1158829194397877,0.09366510032801689,4.0
veh_01,42392.0,33.421701457877774,-111.9301734862678,354.844,0.5657980128040879,1.1028202390903592,0.9896381955439222,0.0956148253107488,4.0
veh_01,42392.1,33.42170144787777,-111.9301734862678,354.8426667,0.5686771398318189,1.129799989069541,1.137933355969154,0.0110911982822349,4.0
veh_01,42392.2,33.42170144787777,-111.9301734862678,354.842,0.6814026397250191,1.2440877540381419,0.9821656295730453,0.0,4.0
veh_01,42392.3,33.421701457877774,-111.9301734862678,354.823,0.6413190969538229,1.1947117934159626,1.0687644563849796,0.0110911982822349,4.0
veh_01,42392.4,33.421701467877774,-111.9301734862678,354.823,0.6148936080896111,1.172548336341098,1.1002940717974306,0.011091198268427697,4.0
veh_01,42392.5,33.42170147787777,-111.9301734862678,354.8155,0.677303014485145,1.1244777522385023,1.021852528859343,0.0110911982822349,4.0
veh_01,42392.6,33.42170148787777,-111.9301734862678,354.81175,6.883478791841851,6.072705797728039,5.496345774498022,0.011091187685205528,4.0
veh_01,42392.7,33.42170149787777,-111.9301734862678,354.808,0.5073478438840562,1.0730384822473746,0.9402575183460771,0.0110911982822349,4.0
veh_01,42392.8,33.42170148787777,-111.9301734862678,354.782,0.6838003104804501,1.1957279337978552,1.104725166089652,0.0110911982822349,4.0
veh_01,42392.9,33.42170149787777,-111.9301733862678,354.772,0.6196873451175258,1.0961992588949243,1.1351461688414204,0.09366511297020137,4.0
veh_01,42393.0,33.42170150787777,-111.9301733862678,354.762,0.6392252917852368,1.1227336028391308,1.0910230871134654,0.011091201816879226,4.0
veh_01,42393.1,33.42170150787777,-111.9301733862678,354.75,0.6448180686811916,1.1810862490900633,1.0482785786390507,0.0,4.0
veh_01,42393.2,33.42170151787777,-111.9301733862678,354.747,0.5375840354787952,1.1716363689710994,1.0212874536661891,0.011091198275331301,4.0
veh_01,42393.3,33.42170151787777,-111.9301733862678,354.743,0.6367095125863714,1.1811262946462957,0.9483732314822781,0.0,4.0
veh_01,42393.4,33.42170151787777,-111.9301733862678,354.738,0.5178245542299476,1.1833712034319739,1.0278461431546893,0.0,4.0
