vehicle_id,timestamp,gps_latitude,gps_longitude,gps_altitude,gps_hdop,gps_pdop,gps_vdop,speed,sector_id
veh_10,42409.2,33.42242563,-111.9290914,354.8673333,0.5,1.07,0.94,0.0,4.0
veh_10,42409.3,33.42242564,-111.9290914,354.863,0.5,1.07,0.94,0.01109119871716184,4.0
veh_10,42409.4,33.42242565,-111.9290914,354.863,0.5,1.07,0.94,0.011091202237998959,4.0
veh_10,42409.5,33.42242565,-111.9290914,354.858,0.5,1.07,0.94,0.0,4.0
veh_10,42409.6,33.42242565,-111.9290914,354.851,0.5,1.07,0.94,0.0,4.0
veh_10,42409.7,33.42242565,-111.9290914,354.854,0.5,1.07,0.94,0.0,4.0
veh_10,42409.8,33.42242565,-111.9290914,354.853,0.5,1.07,0.94,0.0,4.0
veh_10,42409.9,33.42242566,-111.9290915,354.851,0.5,1.07,0.94,0.09366433404193132,4.0
veh_10,42410.0,33.42242568,-111.9290914,354.844,0.5,1.07,0.94,0.09561407521066626,4.0
veh_10,42410.1,33.42242567,-111.9290914,354.8426667,0.5,1.07,0.94,0.011091195189421118,4.0
veh_10,42410.2,33.42242567,-111.9290914,354.842,0.5,1.07,0.94,0.0,4.0
veh_10,42410.3,33.42242568,-111.9290914,354.823,0.5,1.07,0.94,0.011091195189421118,4.0
veh_10,42410.4,33.422425690000004,-111.9290914,354.823,0.5,1.07,0.94,0.011091198703354637,4.0
veh_10,42410.5,33.4224257,-111.9290914,354.8155,0.5,1.07,0.94,0.011091195175613914,4.0
veh_10,42410.6,33.42242571,-111.9290914,354.81175,0.5,1.07,0.94,0.011091205779546889,4.0
veh_10,42410.7,33.42242572,-111.9290914,354.808,0.5,1.07,0.94,0.011091198710258238,4.0
veh_10,42410.8,33.42242571,-111.9290914,354.782,0.5,1.07,0.94,0.011091198710258238,4.0
veh_10,42410.9,33.42242572,-111.9290913,354.772,0.5,1.07,0.94,0.09366434626572606,4.0
veh_10,42411.0,33.42242573,-111.9290913,354.762,0.5,1.07,0.94,0.011091198710258238,4.0
veh_10,42411.1,33.42242573,-111.9290913,354.75,0.5,1.07,0.94,0.0,4.0
veh_10,42411.2,33.42242574,-111.9290913,354.747,0.5,1.07,0.94,0.011091195189421118,4.0
veh_10,42411.3,33.42242574,-111.9290913,354.743,0.5,1.07,0.94,0.0,4.0
veh_10,42411.4,33.42242574,-111.9290913,354.738,0.5,1.07,0.94,0.0,4.0
veh_10,42411.5,33.42242575,-111.9290913,354.737,0.5,1.07,0.94,0.011091198710258238,4.0
veh_10,42411.6,33.42242576,-111.9290913,354.732,0.5,1.07,0.94,0.011091205765739683,4.0
veh_10,42411.7,33.422425770000004,-111.9290913,354.7286667,0.5,1.07,0.94,0.011091205786450491,4.0
veh_10,42411.8,33.422425770000004,-111.9290913,354.727,0.5,1.07,0.94,0.0,4.0
veh_10,42411.9,33.422425770000004,-111.9290914,354.718,0.5,1.07,0.94,0.09300534963981738,4.0
veh_10,42412.0,33.422425770000004,-111.9290914,354.714,0.5,1.07,0.94,0.0,4.0
veh_10,42412.1,33.42242579,-111.9290913,354.702,0.5,1.07,0.94,0.09561408549438594,4.0
veh_10,42412.2,33.4224258,-111.9290913,354.702,0.5,1.07,0.94,0.011091205772643286,4.0
veh_10,42412.3,33.42242581,-111.9290913,354.696,0.5,1.07,0.94,0.011091195189421118,4.0
veh_10,42412.4,33.42242582,-111.9290913,354.683,0.5,1.07,0.94,0.011091202224191757,4.0
veh_10,42412.5,33.42242583,-111.9290913,354.682,0.5,1.07,0.94,0.011091202251806162,4.0
veh_10,42412.6,33.422425860000004,-111.9290913,354.676,0.5,1.07,0.94,0.03327359966541903,4.0
veh_10,42412.7,33.42242587,-111.9290913,354.679,0.5,1.07,0.94,0.011091198724065443,4.0
veh_10,42412.8,33.4224259,-111.9290913,354.669,0.5,1.07,0.94,0.033273603193159765,4.0
veh_10,42412.9,33.42242591,-111.9290913,354.659,0.5,1.07,0.94,0.011091195182517513,4.0
veh_10,42413.0,33.42242591,-111.9290913,354.659,0.5,1.07,0.94,0.0,4.0
veh_10,42413.1,33.422425940000004,-111.9290913,354.639,0.5,1.07,0.94,0.03327359613077472,4.0
veh_10,42413.2,33.422425950000004,-111.9290913,354.633,0.5,1.07,0.94,0.011091195175613914,4.0
veh_10,42413.3,33.42242597,-111.9290912,354.619,0.5,1.07,0.94,0.09561407490997298,4.0
veh_10,42413.4,33.42242599,-111.9290912,354.609,0.5,1.07,0.94,0.022182404475997917,4.0
veh_10,42413.5,33.422426,-111.9290913,354.6043333,0.5,1.07,0.94,0.09366433326370924,4.0
veh_10,42413.6,33.42242601,-111.9290913,354.602,0.5,1.07,0.94,0.011091198710258238,4.0
veh_10,42413.7,33.42242604,-111.9290913,354.5886667,0.5,1.07,0.94,0.03327359260993759,4.0
veh_10,42413.8,33.42242606,-111.9290912,354.582,0.5,1.07,0.94,0.09561407727512487,4.0
veh_10,42413.9,33.42242606,-111.9290912,354.564,0.5,1.07,0.94,0.0,4.0
veh_10,42414.0,33.42242607,-111.9290912,354.564,0.5,1.07,0.94,0.011091202237998959,4.0
veh_10,42414.1,33.42242608,-111.9290912,354.564,0.5,1.07,0.94,0.01109119164787319,4.0
veh_10,42414.2,33.42242608,-111.9290912,354.55,0.5,1.07,0.94,0.0,4.0
veh_10,42414.3,33.42242608,-111.9290912,354.544,0.5,1.07,0.94,0.0,4.0
veh_10,42414.4,33.42242609,-111.9290912,354.543,0.5,1.07,0.94,0.011091205772643286,4.0
veh_10,42414.5,33.4224261,-111.9290913,354.5376667,0.5,1.07,0.94,0.09366433357611685,4.0
veh_10,42414.6,33.42242611,-111.9290913,354.535,0.5,1.07,0.94,0.011091202244902561,4.0
veh_10,42414.7,33.42242611,-111.9290913,354.531,0.5,1.07,0.94,0.0,4.0
veh_10,42414.8,33.42242613,-111.9290913,354.5296667,0.5,1.07,0.94,0.022182386837294312,4.0
veh_10,42414.9,33.42242613,-111.9290913,354.529,0.5,1.07,0.94,0.0,4.0
veh_10,42415.0,33.42242613,-111.9290913,354.525,0.5,1.07,0.94,0.0,4.0
veh_10,42415.1,33.42242613,-111.9290913,354.523,0.5,1.07,0.94,0.0,4.0
veh_10,42415.2,33.42242614,-111.9290914,354.516,0.5,1.07,0.94,0.09366434582108492,4.0
veh_10,42415.3,33.42242614,-111.9290913,354.505,0.5,1.07,0.94,0.09300534924530787,4.0
veh_10,42415.4,33.42242615,-111.9290914,354.498,0.5,1.07,0.94,0.09366434581049823,4.0
veh_10,42415.5,33.42242618,-111.9290914,354.484,0.5,1.07,0.94,0.03327360671399688,4.0
veh_10,42415.6,33.42242619,-111.9290914,354.484,0.5,1.07,0.94,0.011091195189421118,4.0
veh_10,42415.7,33.42242622,-111.9290914,354.47,0.5,1.07,0.94,0.03327360320696697,4.0
veh_10,42415.8,33.42242625,-111.9290914,354.4626667,0.5,1.07,0.94,0.03327359612387111,4.0
veh_10,42415.9,33.42242626,-111.9290914,354.459,0.5,1.07,0.94,0.011091202258709765,4.0
veh_10,42416.0,33.42242626,-111.9290914,354.459,0.5,1.07,0.94,0.0,4.0
veh_10,42416.1,33.42242628,-111.9290914,354.454,0.5,1.07,0.94,0.022182404475997917,4.0
veh_10,42416.2,33.4224263,-111.9290914,354.46,0.5,1.07,0.94,0.022182390371938632,4.0
veh_10,42416.3,33.42242632,-111.9290915,354.462,0.5,1.07,0.94,0.09561407700553781,4.0
veh_10,42416.4,33.42242633,-111.9290915,354.469,0.49,1.02,0.9,0.01109119164787319,4.0
veh_10,42416.5,33.42242634,-111.9290915,354.463,0.49,1.02,0.9,0.011091202231095358,4.0
veh_10,42416.6,33.42242635,-111.9290915,354.47,0.49,1.02,0.9,0.011091205786450491,4.0
veh_10,42416.7,33.422426380000005,-111.9290915,354.464,0.49,1.02,0.9,0.03327359611696751,4.0
veh_10,42416.8,33.42242641,-111.92909159999999,354.467,0.49,1.02,0.9,0.09877815891657313,4.0
veh_10,42416.9,33.42242643,-111.92909159999999,354.459,0.49,1.02,0.9,0.022182397420516475,4.0
veh_10,42417.0,33.42242645,-111.92909159999999,354.47,0.49,1.02,0.9,0.02218240802444945,4.0
veh_10,42417.1,33.42242648,-111.92909159999999,354.465,0.49,1.02,0.9,0.03327358906838967,4.0
veh_10,42417.2,33.42242649,-111.92909159999999,354.464,0.49,1.02,0.9,0.011091205772643286,4.0
veh_10,42417.3,33.42242652,-111.92909159999999,354.463,0.49,1.02,0.9,0.03327361026244841,4.0
veh_10,42417.4,33.42242653,-111.92909159999999,354.456,0.49,1.02,0.9,0.01109119164787319,4.0
veh_10,42417.5,33.422426540000004,-111.92909159999999,354.46,0.49,1.02,0.9,0.011091195182517513,4.0
veh_10,42417.6,33.42242656,-111.9290917,354.457,0.49,1.02,0.9,0.09561408715446237,4.0
veh_10,42417.7,33.42242658,-111.92909159999999,354.436,0.49,1.02,0.9,0.09561408959219514,4.0
veh_10,42417.8,33.4224266,-111.92909159999999,354.422,0.49,1.02,0.9,0.022182390358131427,4.0
veh_10,42417.9,33.42242661,-111.9290917,354.419,0.49,1.02,0.9,0.09366434574178464,4.0
veh_10,42418.0,33.42242664,-111.9290917,354.416,0.49,1.02,0.9,0.03327359966541903,4.0
veh_10,42418.1,33.42242667,-111.9290917,354.419,0.49,1.02,0.9,0.03327360320006336,4.0
